"/Users/ganasene/Downloads/projet_xml_insyco/code/SUPprd.xml","B","C","D","E","F","I"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_10\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_10","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_05\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_05","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_04\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_04","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_03\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_03","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_02\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_02","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_01\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_01","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_09\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_09","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_08\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_08","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_07\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_07","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_06\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_06","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_11\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_11","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_12\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_12","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_15\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_15","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_14\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_14","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_13\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FR_13","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_EN.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_ENPAR_FIC_LISTE_COAD_IDE12_EN","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FRPAR_FIC_LISTE_COAD_IDE12_FR","NaN","NaN","CustomInput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","CustomInput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_EXTRACT_PENEF.ds","CustomOutput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_03_APP_#PAR_FIC_COPSS_ROUTAGE_GED#_OSCAR_PENEF.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/AD_FEUILLETN_GED_REQ_OSCAR_PENEF.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","NaN","NaN","#PAR_PATH_DATASETS##PAR_FIC_COPSS_ROUTAGE_GED#.ds","AD_FEUILLETN_GED_REQ.ds","CustomOutput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/FF_EXTRACT_POPULATION_OSCAR.ds","CustomOutput"
"Jx_FEUILLET_06_CREAT_REJ_VIDE","SUPprdJx_FEUILLET_06_CREAT_REJ_VIDElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_#PAR_FIC_REJ#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/NB_FONC_09_APP_DFN004_ROUTAG_FEUILLETN_EDIT_REQ.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_05_CTRL_COPSS_DECOMPTE","SUPprdJx_FEUILLET_05_CTRL_COPSS_DECOMPTElog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_DECOMPTE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN003.ds","CustomInput"
"Jx_FEUILLET_05_CTRL_COPSS_DECOMPTE","SUPprdJx_FEUILLET_05_CTRL_COPSS_DECOMPTElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_05_CTL_#PAR_FIC_COPSS_DECOMPTE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN003.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_05_CTRL_COPSS_DECOMPTE","SUPprdJx_FEUILLET_05_CTRL_COPSS_DECOMPTElog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_COPSS_DECOMPTE#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/DFN003.txt","NaN","NaN","CustomOutput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","","CustomInput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds","","CustomOutput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_03_APP_#PAR_FIC_COPSS_ROUTAGE_GED#_OSCAR_PENEF.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASETS##PAR_FIC_COPSS_ROUTAGE_GED#.ds","","CustomOutput"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds","","CustomOutput"
"Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_DECOMPTE#.ds","","CustomOutput"
"Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_07_APP_#PAR_FIC_COPSS_DECOMPTE#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_DECOMPTE.ds","","CustomOutput"
"Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","","CustomInput"
"Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds","","CustomOutput"
"Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","","CustomOutput"
"Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds","","CustomInput"
"Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_05_APP_#PAR_FIC_COPSS_RELEVE#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds","","CustomOutput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","","CustomInput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_02_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_PENEF.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds","","CustomOutput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_02_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_OSCAR.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_ROUTAGE_EDIT#.ds","","CustomOutput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_DECOMPTE#.ds","","CustomOutput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_06_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_DECOMPTE#.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_06_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_DECOMPTE#.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","","CustomOutput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_DECOMPTE.ds","","CustomInput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","","CustomOutput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","","CustomInput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds","","CustomOutput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_09_APP_#PAR_FIC_COPSS_AUTOFACT#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","","CustomOutput"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_AUTOFACT#.ds","","CustomOutput"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJS_FEUILLET_00_APP_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12CMPLX","SUPprdJx_REPART_01_EXTR_BI_IDE12CMPLXlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_EN.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12CMPLX","SUPprdJx_REPART_01_EXTR_BI_IDE12CMPLXlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_FR.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12CMPLX","SUPprdJx_REPART_01_EXTR_BI_IDE12CMPLXlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FRPAR_FIC_LISTE_COAD_IDE12CMPLX_FR","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12CMPLX","SUPprdJx_REPART_01_EXTR_BI_IDE12CMPLXlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_ENPAR_FIC_LISTE_COAD_IDE12CMPLX_EN","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12CMPLXlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12CMPLXlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_EN.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12CMPLXlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/PAR_FIC_LISTE_COAD_IDE12_EN","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12CMPLXlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/PAR_FIC_LISTE_COAD_IDE12_FR","NaN","NaN","CustomInput"
"Jx_FEUILLET_01_CPTR_REJETS_FUSION","SUPprdJS_FEUILLET_01_CPTR_REJETS_FUSIONlog.txt","\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_*.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/REJETS_*.csv","NaN","NaN","CustomOutput"
"Jx_FEUILLET_01_CPTR_REJETS_FUSION","SUPprdJS_FEUILLET_01_CPTR_REJETS_FUSIONlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU#FEUILLET_FICHIER_REJET_GLOBALE.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/FEUILLET_FICHIER_REJET_GLOBALE.csv","NaN","NaN","CustomInput"
"Jx_TRACO_07_RAP_WEBDR_ELIZA_PIVOT_OK","SUPprdJx_TRACO_07_RAP_WEBDR_ELIZA_PIVOT_OKlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","CustomInput"
"Jx_TRACO_07_RAP_WEBDR_ELIZA_PIVOT_OK","SUPprdJx_TRACO_07_RAP_WEBDR_ELIZA_PIVOT_OKlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_06_EXTR_PIVOT_SEANCES_OEUVRES.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_EXTR_PIVOT_SEANCES_OEUVRES.ds","CustomOutput"
"Jx_TRACO_07_RAP_WEBDR_ELIZA_PIVOT_OK","SUPprdJx_TRACO_07_RAP_WEBDR_ELIZA_PIVOT_OKlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds","CustomOutput"
