"/Users/ganasene/Downloads/projet_xml_insyco/code/SUPprd.xml","B","C","D","E","F","I"
"Jx_TRACO_01_EXTR_CTRL_WEBDR","SUPprdJx_TRACO_01_EXTR_CTRL_WEBDRlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_CTRL_WEBDR.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_CTRL_WEBDR.ds","CustomInput"
"Jx_TRACO_01_EXTR_CTRL_WEBDR","SUPprdJx_TRACO_01_EXTR_CTRL_WEBDRlog.txt","\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_SOURCES##PAR_FIC_WEBDR#*.txt\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/SELDR_DOCEX_DETAILLIVES*.txt","NaN","NaN","CustomOutput"
"Jx_TRACO_01_EXTR_CTRL_WEBDR","SUPprdJx_TRACO_01_EXTR_CTRL_WEBDRlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJ_#PAR_FIC_SELDR#_20190521112120.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/rejets/_20190521112120.csv","NaN","NaN","CustomInput"
"Jx_TRACO_02_EXTR_PENEF_KEYLIG","SUPprdJx_TRACO_02_EXTR_PENEF_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEF_KEYLIG.ds","CustomInput"
"Jx_TRACO_02_EXTR_PENEF_KEYLIG","SUPprdJx_TRACO_02_EXTR_PENEF_KEYLIGlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_KEYLIG#_#PAR_NUM_REPART#_KEYLIGPENEL.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/FF_PENEF/647_KEYLIGPENEL.csv","NaN","NaN","CustomOutput"
"Jx_TRACO_02_EXTR_PENEF_KEYLIG","SUPprdJx_TRACO_02_EXTR_PENEF_KEYLIGlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJ_#PAR_FIC_SELDR#_20190521112120.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ftp/rejets/_20190521112120.csv","NaN","NaN","CustomInput"
"Jx_TRACO_02_RAP_WEBDR_ELIZA_PIVOT_OK_ULYSS","SUPprdJx_TRACO_02_RAP_WEBDR_ELIZA_PIVOT_OK_ULYSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS.ds","CustomInput"
"Jx_TRACO_02_RAP_WEBDR_ELIZA_PIVOT_OK_ULYSS","SUPprdJx_TRACO_02_RAP_WEBDR_ELIZA_PIVOT_OK_ULYSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_ULYSS.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_ULYSS.ds","CustomOutput"
"Jx_TRACO_02_RAP_WEBDR_ELIZA_PIVOT_OK_ULYSS","SUPprdJx_TRACO_02_RAP_WEBDR_ELIZA_PIVOT_OK_ULYSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds","CustomOutput"
"Jx_TRACO_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_07_EXTR_PENEF_OEUVCTX_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_07_EXTR_PENEF_OEUVCTX_KEYLIG.ds","CustomOutput"
"Jx_TRACO_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL.ds","CustomOutput"
"Jx_TRACO_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIG.ds","CustomInput"
"Jx_TRACO_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_09_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_OEUVCTX_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD.ds","CustomOutput"
"Jx_TRACO_06_RAP_PENEL_RECUP_KEYLIG","SUPprdJx_TRACO_06_RAP_PENEL_RECUP_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_06_RAP_PENEL_RECUP_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_RAP_PENEL_RECUP_KEYLIG.ds","CustomInput"
"Jx_TRACO_06_RAP_PENEL_RECUP_KEYLIG","SUPprdJx_TRACO_06_RAP_PENEL_RECUP_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_05_EXTR_PENEL_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEL_KEYLIG.ds","CustomOutput"
"Jx_TRACO_06_RAP_PENEL_RECUP_KEYLIG","SUPprdJx_TRACO_06_RAP_PENEL_RECUP_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","CustomOutput"
"Jx_FEUILLET_05_CONST_LISTE_FIC","SUPprdJx_FEUILLET_05_CONST_LISTE_FIClog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_INI##PAR_LISTE_FIC_SRCE#_TRAV\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/ini/LISTE_FIC_SRCE_TRAV","NaN","NaN","CustomOutput"
"Jx_FEUILLET_05_CONST_LISTE_FIC","SUPprdJx_FEUILLET_05_CONST_LISTE_FIClog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_FIC_SRCE#\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/ini/LISTE_FIC_SRCEPAR_LISTE_FIC_SRCE","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_10\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_10","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_05\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_05","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_04\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_04","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_03\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_03","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_02\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_02","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_01\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_01","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_09\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_09","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_08\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_08","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_07\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_07","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_06\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_06","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_11\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_11","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_12\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_12","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_15\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_15","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_14\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_14","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_13\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_13","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomOutput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_22\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_22","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_24\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_24","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_25\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_25","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_16\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_16","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_17\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_17","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_18\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_18","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_19\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_19","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_20\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_20","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_21\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_21","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_23\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_23","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_26\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_26","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_EN.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_ENPAR_FIC_LISTE_COAD_IDE12_EN","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FRPAR_FIC_LISTE_COAD_IDE12_FR","NaN","NaN","CustomInput"
"Jx_FEUILLET_03_EXTR_PENEF","SUPprdJx_FEUILLET_03_EXTR_PENEFlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_EXTRACT_PENEF.ds","CustomInput"
"Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_EXTR_PENEF_OEUVCTX.ds","CustomOutput"
"Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_04_EXTR_PENEF_OEUVCTX_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_04_EXTR_PENEF_OEUVCTX_KEYLIG.ds","CustomInput"
"Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEF_KEYLIG.ds","CustomOutput"
"Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Finallog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_115228.csv","NaN","NaN","CustomInput"
"Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Finallog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF.ds","CustomOutput"
"Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Finallog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_115228.csv","NaN","NaN","CustomInput"
"Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Finallog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#_Filtre.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_115228_Filtre.csv","NaN","NaN","CustomInput"
"Jx_TRACO_06_LOAD_INFOAD_KEYLIG","SUPprdJx_TRACO_06_LOAD_INFOAD_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds","CustomOutput"
"Jx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL","SUPprdJx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_06_RAP_PENEL_RECUP_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_RAP_PENEL_RECUP_KEYLIG.ds","CustomOutput"
"Jx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL","SUPprdJx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL.ds","CustomInput"
"Jx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL","SUPprdJx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","CustomOutput"
"Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED","SUPprdJx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GEDlog.txt","NaN","NaN","#PAR_PATH_DATASETS##PAR_FIC_COPSS_ROUTAGE_GED#.ds","AD_FEUILLETN_GED_REQ.ds","CustomInput"
"Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED","SUPprdJx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GEDlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_03_CTL_#PAR_FIC_COPSS_ROUTAGE_GED#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/AD_FEUILLETN_GED_REQ.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED","SUPprdJx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GEDlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES#FF_COPSS_#PAR_NUM_REPART#_#PAR_FIC_COPSS_ROUTAGE_GED#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/647/AD_FEUILLETN_GED_REQ.txt","NaN","NaN","CustomOutput"
"Jx_FEUILLET_02_CPTR_REJETS_NB","SUPprdJS_FEUILLET_02_CPTR_REJETS_NBlog.txt","\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_NB*.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/REJETS_NB*.csv","NaN","NaN","CustomOutput"
"Jx_FEUILLET_02_CPTR_REJETS_NB","SUPprdJS_FEUILLET_02_CPTR_REJETS_NBlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_NB#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/CPTE_RENDU_REJETS_NB/CPTE_RENDU_REJETS_NB.csv","NaN","NaN","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_EN.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_FR.ds","CustomInput"
